"transcript_id","gene_symbol"
"NM_001272012>ITPRIP","ITPRIP"
"NM_001272013>ITPRIP","ITPRIP"
"NM_001272019>EPC1","EPC1"
"NM_001272034>STXBP2","STXBP2"
"NM_001272036>LRRC14","LRRC14"
"NM_001272039>CDK5RAP2","CDK5RAP2"
"NM_001272042>RPS6KB1","RPS6KB1"
"NM_001272044>RPS6KB1","RPS6KB1"
"NM_001272049>TRAP1","TRAP1"
"NM_001272051>C16orf91","C16orf91"
"NM_001272053>MRFAP1","MRFAP1"
"NM_001272054>MRFAP1","MRFAP1"
"NM_001272060>RPS6KB1","RPS6KB1"
"NM_001272065>SHISA5","SHISA5"
"NM_001272066>SHISA5","SHISA5"
"NM_001272067>SHISA5","SHISA5"
"NM_001272068>SHISA5","SHISA5"
"NM_001272069>ABHD10","ABHD10"
"NM_001272071>AP1S2","AP1S2"
"NM_001272072>AOC1","AOC1"
"NM_001272073>QARS","QARS"
"NM_001272075>USP10","USP10"
"NM_001272082>SHISA5","SHISA5"
"NM_001272083>SHISA5","SHISA5"
"NM_001272095>STX4","STX4"
"NM_001272096>STX4","STX4"
"NM_001272104>PAQR6","PAQR6"
"NM_001272108>PAQR6","PAQR6"
"NM_001272113>PAQR6","PAQR6"
"NM_001273>CHD4","CHD4"
"NM_001274>CHEK1","CHEK1"
"NM_001276249>LDLRAD4","LDLRAD4"
"NM_001276251>LDLRAD4","LDLRAD4"
"NM_001276252>WDTC1","WDTC1"
"NM_001276253>TMEM80","TMEM80"
"NM_001276260>RGS3","RGS3"
"NM_001276262>RGS3","RGS3"
"NM_001276270>MBD4","MBD4"
"NM_001276271>MBD4","MBD4"
"NM_001276272>MBD4","MBD4"
"NM_001276275>MAZ","MAZ"
"NM_001276276>MAZ","MAZ"
"NM_001276277>PPIP5K2","PPIP5K2"
"NM_001276286>BBX","BBX"
"NM_001276289>PRKAR1A","PRKAR1A"
"NM_001276290>PRKAR1A","PRKAR1A"
"NM_001276293>NISCH","NISCH"
"NM_001276294>NISCH","NISCH"
"NM_001276310>STMN3","STMN3"
"NM_001276311>NOL3","NOL3"
"NM_001276318>PPP1R3E","PPP1R3E"
"NM_001276320>YOD1","YOD1"
"NM_001276336>EIF4E2","EIF4E2"
"NM_001276337>EIF4E2","EIF4E2"
"NM_001276343>AGAP4","AGAP4"
"NM_001276373>USF1","USF1"
"NM_001276378>LZTFL1","LZTFL1"
"NM_001276380>ESF1","ESF1"
"NM_001276385>ICE2","ICE2"
"NM_001276389>KIZ","KIZ"
"NM_001276405>DALRD3","DALRD3"
"NM_001276414>UNKL","UNKL"
"NM_001276418>SEC16A","SEC16A"
"NM_001276435>KCNJ15","KCNJ15"
"NM_001276436>KCNJ15","KCNJ15"
"NM_001276437>KCNJ15","KCNJ15"
"NM_001276438>KCNJ15","KCNJ15"
"NM_001276439>KCNJ15","KCNJ15"
"NM_001276453>KPNB1","KPNB1"
"NM_001276457>ELF2","ELF2"
"NM_001276458>ELF2","ELF2"
"NM_001276460>CALHM6","CALHM6"
"NM_001276471>CORO1C","CORO1C"
"NM_001276479>LONP1","LONP1"
"NM_001276480>LONP1","LONP1"
"NM_001276490>SERPINB8","SERPINB8"
"NM_001276501>GPSM3","GPSM3"
"NM_001276503>SDHD","SDHD"
"NM_001276504>SDHD","SDHD"
"NM_001276697>TP53","TP53"
"NM_001276698>TP53","TP53"
"NM_001276699>TP53","TP53"
"NM_001276700>NLRP6","NLRP6"
"NM_001276760>TP53","TP53"
"NM_001276761>TP53","TP53"
"NM_001276>CHI3L1","CHI3L1"
"NM_001277053>TRABD2A","TRABD2A"
"NM_001277058>ERCC6","ERCC6"
"NM_001277062>MFF","MFF"
"NM_001277063>MFF","MFF"
"NM_001277064>MFF","MFF"
"NM_001277065>MFF","MFF"
"NM_001277066>MFF","MFF"
"NM_001277068>MFF","MFF"
"NM_001277074>CCDC12","CCDC12"
"NM_001277083>POTEJ","POTEJ"
"NM_001277090>ZNF550","ZNF550"
"NM_001277091>ZNF550","ZNF550"
"NM_001277092>ZNF550","ZNF550"
"NM_001277093>ZNF550","ZNF550"
"NM_001277120>ZNF468","ZNF468"
"NM_001277126>NLRP12","NLRP12"
"NM_001277129>NLRP12","NLRP12"
"NM_001277140>ACTR3","ACTR3"
"NM_001277145>ZBTB10","ZBTB10"
"NM_001277163>CEACAM3","CEACAM3"
"NM_001277185>SAMD3","SAMD3"
"NM_001277196>PHF20L1","PHF20L1"
"NM_001277197>CNIH4","CNIH4"
"NM_001277199>CNIH4","CNIH4"
"NM_001277200>CNIH4","CNIH4"
"NM_001277201>SIGLEC7","SIGLEC7"
"NM_001277223>TAGLN2","TAGLN2"
"NM_001277224>TAGLN2","TAGLN2"
"NM_001277285>IGSF9B","IGSF9B"
"NM_001277291>ZNF891","ZNF891"
"NM_001277308>GOLGA8O","GOLGA8O"
"NM_001277313>FMN1","FMN1"
"NM_001277324>NPIPA2","NPIPA2"
"NM_001277325>NPIPA5","NPIPA5"
"NM_001277335.1>RASA4B","RASA4B"
"NM_001277335>RASA4B","RASA4B"
"NM_001277397>RFPL4AL1","RFPL4AL1"
"NM_001277406>POTEI","POTEI"
"NM_001277444>NBPF9","NBPF9"
"NM_001277731>AOC3","AOC3"
"NM_001277732>AOC3","AOC3"
"NM_001277742>CYP26B1","CYP26B1"
"NM_001277764>CIB1","CIB1"
"NM_001277783>ATG12","ATG12"
"NM_001277813>YTHDF3","YTHDF3"
"NM_001277814>YTHDF3","YTHDF3"
"NM_001277815>YTHDF3","YTHDF3"
"NM_001277816>YTHDF3","YTHDF3"
"NM_001277817>YTHDF3","YTHDF3"
"NM_001277818>YTHDF3","YTHDF3"
"NM_001277842>CCNT1","CCNT1"
"NM_001277945>ZNF83","ZNF83"
"NM_001277946>ZNF83","ZNF83"
"NM_001277948>ZNF83","ZNF83"
"NM_001277951>ZNF83","ZNF83"
"NM_001277952>ZNF83","ZNF83"
"NM_001277961>STIM1","STIM1"
"NM_001277962>STIM1","STIM1"
"NM_001277>CHKA","CHKA"
"NM_001278054>CASP9","CASP9"
"NM_001278055>SACS","SACS"
"NM_001278119>ZKSCAN8","ZKSCAN8"
"NM_001278121>ZKSCAN8","ZKSCAN8"
"NM_001278122>ZKSCAN8","ZKSCAN8"
"NM_001278138>ENG","ENG"
"NM_001278141>NBPF12","NBPF12"
"NM_001278159>AKT1S1","AKT1S1"
"NM_001278160>AKT1S1","AKT1S1"
"NM_001278162>HIPK3","HIPK3"
"NM_001278163>HIPK3","HIPK3"
"NM_001278166>NBL1","NBL1"
"NM_001278169>CDK5RAP1","CDK5RAP1"
"NM_001278170>ZNF33A","ZNF33A"
"NM_001278171>ZNF33A","ZNF33A"
"NM_001278172>SDHC","SDHC"
"NM_001278173>ZNF33A","ZNF33A"
"NM_001278174>ZNF33A","ZNF33A"
"NM_001278175>ZNF33A","ZNF33A"
"NM_001278176>ZNF33A","ZNF33A"
"NM_001278177>ZNF33A","ZNF33A"
"NM_001278178>ZNF33A","ZNF33A"
"NM_001278179>ZNF33A","ZNF33A"
"NM_001278182>EOMES","EOMES"
"NM_001278183>EOMES","EOMES"
"NM_001278184>GSE1","GSE1"
"NM_001278186>HERC4","HERC4"
"NM_001278187>HERC4","HERC4"
"NM_001278188>TPM3","TPM3"
"NM_001278189>TPM3","TPM3"
"NM_001278190>TPM3","TPM3"
"NM_001278191>TPM3","TPM3"
"NM_001278192>GANAB","GANAB"
"NM_001278193>GANAB","GANAB"
"NM_001278194>GANAB","GANAB"
"NM_001278195>TEX264","TEX264"
"NM_001278196>ZBTB18","ZBTB18"
"NM_001278198>CDK5RAP3","CDK5RAP3"
"NM_001278199>SNX2","SNX2"
"NM_001278201>SLC43A3","SLC43A3"
"NM_001278202>CLCC1","CLCC1"
"NM_001278203>CLCC1","CLCC1"
"NM_001278205>HSPA14","HSPA14"
"NM_001278206>SLC43A3","SLC43A3"
"NM_001278209>NUP153","NUP153"
"NM_001278210>NUP153","NUP153"
"NM_001278212>LRRC20","LRRC20"
"NM_001278216>CDK5RAP3","CDK5RAP3"
"NM_001278217>CDK5RAP3","CDK5RAP3"
"NM_001278221>PHF7","PHF7"
"NM_001278222>C11orf49","C11orf49"
"NM_001278228>RUSC1","RUSC1"
"NM_001278230>RUSC1","RUSC1"
"NM_001278231>ZNF189","ZNF189"
"NM_001278232>ZNF189","ZNF189"
"NM_001278237>RXYLT1","RXYLT1"
"NM_001278240>ZNF189","ZNF189"
"NM_001278243>ZFAND5","ZFAND5"
"NM_001278244>ZFAND5","ZFAND5"
"NM_001278245>ZFAND5","ZFAND5"
"NM_001278249>RNF214","RNF214"
"NM_001278250>SLC25A45","SLC25A45"
"NM_001278253>PIP5K1B","PIP5K1B"
"NM_001278255>POLE3","POLE3"
"NM_001278260>CARHSP1","CARHSP1"
"NM_001278263>CARHSP1","CARHSP1"
"NM_001278266>CARHSP1","CARHSP1"
"NM_001278267>NBPF20","NBPF20"
"NM_001278270>TADA3","TADA3"
"NM_001278273>SRPK2","SRPK2"
"NM_001278275>E2F6","E2F6"
"NM_001278276>E2F6","E2F6"
"NM_001278277>E2F6","E2F6"
"NM_001278278>E2F6","E2F6"
"NM_001278279>MRPL45","MRPL45"
"NM_001278280>GLT8D1","GLT8D1"
"NM_001278281>GLT8D1","GLT8D1"
"NM_001278286>RPE","RPE"
"NM_001278288>RPE","RPE"
"NM_001278289>RPE","RPE"
"NM_001278290>ZNF3","ZNF3"
"NM_001278291>ZNF3","ZNF3"
"NM_001278292>ZNF3","ZNF3"
"NM_001278299>WIPI2","WIPI2"
"NM_001278304>DIABLO","DIABLO"
"NM_001278305>UBE2F","UBE2F"
"NM_001278306>UBE2F","UBE2F"
"NM_001278310>DNAJB14","DNAJB14"
"NM_001278312>NUP155","NUP155"
"NM_001278315>INSC","INSC"
"NM_001278316>INSC","INSC"
"NM_001278318>LILRA1","LILRA1"
"NM_001278319>LILRA1","LILRA1"
"NM_001278341>MCRS1","MCRS1"
"NM_001278346>PHYKPL","PHYKPL"
"NM_001278351>FRS2","FRS2"
"NM_001278352>ACO1","ACO1"
"NM_001278353>FRS2","FRS2"
"NM_001278354>FRS2","FRS2"
"NM_001278355>FRS2","FRS2"
"NM_001278356>FRS2","FRS2"
"NM_001278357>FRS2","FRS2"
"NM_001278359>RHOH","RHOH"
"NM_001278360>RHOH","RHOH"
"NM_001278361>RHOH","RHOH"
"NM_001278362>RHOH","RHOH"
"NM_001278363>RHOH","RHOH"
"NM_001278364>RHOH","RHOH"
"NM_001278367>RHOH","RHOH"
"NM_001278368>RHOH","RHOH"
"NM_001278369>RHOH","RHOH"
"NM_001278379>ARL6IP4","ARL6IP4"
"NM_001278380>ARL6IP4","ARL6IP4"
"NM_001278387>SLC38A1","SLC38A1"
"NM_001278388>SLC38A1","SLC38A1"
"NM_001278389>SLC38A1","SLC38A1"
"NM_001278398>LILRB1","LILRB1"
"NM_001278399>LILRB1","LILRB1"
"NM_001278403>LILRB2","LILRB2"
"NM_001278404>LILRB2","LILRB2"
"NM_001278405>LILRB2","LILRB2"
"NM_001278406>LILRB2","LILRB2"
"NM_001278407>ANXA11","ANXA11"
"NM_001278408>ANXA11","ANXA11"
"NM_001278409>ANXA11","ANXA11"
"NM_001278411>AMN1","AMN1"
"NM_001278412>AMN1","AMN1"
"NM_001278417>CD22","CD22"
"NM_001278426>LILRB4","LILRB4"
"NM_001278427>LILRB4","LILRB4"
"NM_001278428>LILRB4","LILRB4"
"NM_001278429>LILRB4","LILRB4"
"NM_001278430>LILRB4","LILRB4"
"NM_001278432>N4BP2L2","N4BP2L2"
"NM_001278433>PRKAR1A","PRKAR1A"
"NM_001278438>FNDC3A","FNDC3A"
"NM_001278442>ILK","ILK"
"NM_001278451>SP140","SP140"
"NM_001278452>SP140","SP140"
"NM_001278453>SP140","SP140"
"NM_001278462>MDM2","MDM2"
"NM_001278463>DNM1L","DNM1L"
"NM_001278466>DNM1L","DNM1L"
"NM_001278469>MON2","MON2"
"NM_001278470>MON2","MON2"
"NM_001278471>MON2","MON2"
"NM_001278472>MON2","MON2"
"NM_001278478>RUNX2","RUNX2"
"NM_001278480>SUPT20H","SUPT20H"
"NM_001278481>SUPT20H","SUPT20H"
"NM_001278482>SUPT20H","SUPT20H"
"NM_001278485>ANAPC15","ANAPC15"
"NM_001278487>ANAPC15","ANAPC15"
"NM_001278489>ANAPC15","ANAPC15"
"NM_001278490>ANAPC15","ANAPC15"
"NM_001278491>ANAPC15","ANAPC15"
"NM_001278492>ANAPC15","ANAPC15"
"NM_001278495>NUTM2B","NUTM2B"
"NM_001278497>ADORA2A","ADORA2A"
"NM_001278499>ADORA2A","ADORA2A"
"NM_001278500>ADORA2A","ADORA2A"
"NM_001278503>STT3A","STT3A"
"NM_001278504>STT3A","STT3A"
"NM_001278505>GPATCH11","GPATCH11"
"NM_001278506>NUBP1","NUBP1"
"NM_001278508>ZNF180","ZNF180"
"NM_001278509>ZNF180","ZNF180"
"NM_001278511>AP3B2","AP3B2"
"NM_001278512>AP3B2","AP3B2"
"NM_001278514>CUL4A","CUL4A"
"NM_001278516>MDM4","MDM4"
"NM_001278517>MDM4","MDM4"
"NM_001278518>MDM4","MDM4"
"NM_001278519>MDM4","MDM4"
"NM_001278524>ZNF518A","ZNF518A"
"NM_001278525>ZNF518A","ZNF518A"
"NM_001278526>ZNF518A","ZNF518A"
"NM_001278529>ARHGEF40","ARHGEF40"
"NM_001278530>ARHGEF40","ARHGEF40"
"NM_001278531>ERMARD","ERMARD"
"NM_001278532>ERMARD","ERMARD"
"NM_001278533>ERMARD","ERMARD"
"NM_001278536>RCHY1","RCHY1"
"NM_001278538>RCHY1","RCHY1"
"NM_001278539>RCHY1","RCHY1"
"NM_001278546>NR6A1","NR6A1"
"NM_001278547>MAPK8","MAPK8"
"NM_001278548>MAPK8","MAPK8"
"NM_001278549>PDK1","PDK1"
"NM_001278552>TUBA4A","TUBA4A"
"NM_001278554>UBE2E3","UBE2E3"
"NM_001278555>UBE2E3","UBE2E3"
"NM_001278556>ARPC3","ARPC3"
"NM_001278557>WSB2","WSB2"
"NM_001278558>WSB2","WSB2"
"NM_001278559>ZNF316","ZNF316"
"NM_001278579>ACVR2A","ACVR2A"
"NM_001278580>ACVR2A","ACVR2A"
"NM_001278589>ST13","ST13"
"NM_001278590>LIAS","LIAS"
"NM_001278593>ALDH6A1","ALDH6A1"
"NM_001278594>ALDH6A1","ALDH6A1"
"NM_001278604>LARP1B","LARP1B"
"NM_001278607>BFSP1","BFSP1"
"NM_001278612>EIF1AY","EIF1AY"
"NM_001278616>BUB1","BUB1"
"NM_001278618>PTPN1","PTPN1"
"NM_001278622>RAD17","RAD17"
"NM_001278623>NFXL1","NFXL1"
"NM_001278624>NFXL1","NFXL1"
"NM_001278626>CRNKL1","CRNKL1"
"NM_001278627>CRNKL1","CRNKL1"
"NM_001278628>CRNKL1","CRNKL1"
"NM_001278637>FLT3LG","FLT3LG"
"NM_001278638>FLT3LG","FLT3LG"
"NM_001278640>RANBP1","RANBP1"
"NM_001278647>ZBTB48","ZBTB48"
"NM_001278648>ZBTB48","ZBTB48"
"NM_001278649>OSBPL2","OSBPL2"
"NM_001278651>RANGAP1","RANGAP1"
"NM_001278655>SMIM25","SMIM25"
"NM_001278656>SNRPD3","SNRPD3"
"NM_001278657>POLDIP3","POLDIP3"
"NM_001278661>ZNF254","ZNF254"
"NM_001278662>ZNF254","ZNF254"
"NM_001278663>ZNF254","ZNF254"
"NM_001278664>ZNF254","ZNF254"
"NM_001278672>NFATC1","NFATC1"
"NM_001278673>NFATC1","NFATC1"
"NM_001278675>NFATC1","NFATC1"
"NM_001278677>ZNF254","ZNF254"
"NM_001278678>ZNF254","ZNF254"
"NM_001278687>SSTR3","SSTR3"
"NM_001278689>EOGT","EOGT"
"NM_001278690>FGFR1OP","FGFR1OP"
"NM_001278694>GPR132","GPR132"
"NM_001278695>GPR132","GPR132"
"NM_001278696>GPR132","GPR132"
"NM_001278698>POLR2H","POLR2H"
"NM_001278699>POLR2H","POLR2H"
"NM_001278700>POLR2H","POLR2H"
"NM_001278708>PSMD2","PSMD2"
"NM_001278709>PSMD2","PSMD2"
"NM_001278710>NRN1","NRN1"
"NM_001278712>ATG3","ATG3"
"NM_001278716>FBXL4","FBXL4"
"NM_001278719>SV2A","SV2A"
"NM_001278728>RFXANK","RFXANK"
"NM_001278730>GAS2L1","GAS2L1"
"NM_001278731>HARS2","HARS2"
"NM_001278732>HARS2","HARS2"
"NM_001278733>TAGAP","TAGAP"
"NM_001278734>ZNF274","ZNF274"
"NM_001278736>CCL5","CCL5"
"NM_001278784>SLC35B1","SLC35B1"
"NM_001278785>ZNRD1","ZNRD1"
"NM_001278789>GORASP1","GORASP1"
"NM_001278790>GORASP1","GORASP1"
"NM_001278791>RFC2","RFC2"
"NM_001278792>RFC2","RFC2"
"NM_001278926>PPWD1","PPWD1"
"NM_001278927>PPWD1","PPWD1"
"NM_001278929>PPWD1","PPWD1"
"NM_001278938>EBAG9","EBAG9"
"NM_001278940>GTF2A1","GTF2A1"
"NM_001278942>SURF6","SURF6"
"NM_001278>CHUK","CHUK"
"NM_001279351>REXO4","REXO4"
"NM_001279354>VPS45","VPS45"
"NM_001279356>LYPLA1","LYPLA1"
"NM_001279357>LYPLA1","LYPLA1"
"NM_001279358>LYPLA1","LYPLA1"
"NM_001279359>LYPLA1","LYPLA1"
"NM_001279360>LYPLA1","LYPLA1"
"NM_001280539>RNF19A","RNF19A"
"NM_001280546>IFT122","IFT122"
"NM_001280547>PAX5","PAX5"
"NM_001280548>PAX5","PAX5"
"NM_001280549>PAX5","PAX5"
"NM_001280550>PAX5","PAX5"
"NM_001280551>PAX5","PAX5"
"NM_001280552>PAX5","PAX5"
"NM_001280553>PAX5","PAX5"
"NM_001280554>PAX5","PAX5"
"NM_001280556>PAX5","PAX5"
"NM_001280557>SLC39A4","SLC39A4"
"NM_001280559>ANP32E","ANP32E"
"NM_001280560>ANP32E","ANP32E"
"NM_001280787>SURF1","SURF1"
"NM_001280788>SURF4","SURF4"
"NM_001280789>SURF4","SURF4"
"NM_001280791>SURF4","SURF4"
"NM_001280792>SURF4","SURF4"
"NM_001280793>SURF4","SURF4"
"NM_001280794>EPHB6","EPHB6"
"NM_001280795>EPHB6","EPHB6"
"NM_001280799>ANKRD35","ANKRD35"
"NM_001280801>RNF130","RNF130"
"NM_001280>CIRBP","CIRBP"
"NM_001281293>ZNF281","ZNF281"
"NM_001281294>ZNF281","ZNF281"
"NM_001281297>EDF1","EDF1"
"NM_001281300>AGAP3","AGAP3"
"NM_001281302>GFM2","GFM2"
"NM_001281303>SPTLC1","SPTLC1"
"NM_001281426>DCTN3","DCTN3"
"NM_001281429>PCED1B","PCED1B"
"NM_001281430>TNFRSF8","TNFRSF8"
"NM_001281432>ZNHIT3","ZNHIT3"
"NM_001281435>MAP2K4","MAP2K4"
"NM_001281438>ADRM1","ADRM1"
"NM_001281439>SMAP1","SMAP1"
"NM_001281440>SMAP1","SMAP1"
"NM_001281445>PKIG","PKIG"
"NM_001281453>MBD3","MBD3"
"NM_001281454>MBD3","MBD3"
"NM_001281457>SLC35C2","SLC35C2"
"NM_001281458>SLC35C2","SLC35C2"
"NM_001281459>SLC35C2","SLC35C2"
"NM_001281460>SLC35C2","SLC35C2"
"NM_001281463>SMC1A","SMC1A"
"NM_001281467>TRMT6","TRMT6"
"NM_001281469>PTGDR","PTGDR"
"NM_001281476>FASTKD1","FASTKD1"
"NM_001281482>ARFGAP1","ARFGAP1"
"NM_001281484>ARFGAP1","ARFGAP1"
"NM_001281492>MSH6","MSH6"
"NM_001281493>MSH6","MSH6"
"NM_001281494>MSH6","MSH6"
"NM_001281497>PHB","PHB"
"NM_001281501>FADS2","FADS2"
"NM_001281502>FADS2","FADS2"
"NM_001281504>ATG4D","ATG4D"
"NM_001281512>HADHB","HADHB"
"NM_001281513>HADHB","HADHB"
"NM_001281517>CEP85","CEP85"
"NM_001281518>CEP85","CEP85"
"NM_001281520>MCM8","MCM8"
"NM_001281521>MCM8","MCM8"
"NM_001281528>PSME1","PSME1"
"NM_001281529>PSME1","PSME1"
"NM_001281532>PSENEN","PSENEN"
"NM_001281534>EPB41L3","EPB41L3"
"NM_001281535>EPB41L3","EPB41L3"
"NM_001281715>PHB","PHB"
"NM_001281718>UBB","UBB"
"NM_001281719>UBB","UBB"
"NM_001281720>UBB","UBB"
"NM_001281723>BTD","BTD"
"NM_001281724>BTD","BTD"
"NM_001281725>BTD","BTD"
"NM_001281727>DYNLRB1","DYNLRB1"
"NM_001281731>CERS5","CERS5"
"NM_001281732>SLC26A6","SLC26A6"
"NM_001281733>SLC26A6","SLC26A6"
"NM_001281734>ZFYVE1","ZFYVE1"
"NM_001281735>ZFYVE1","ZFYVE1"
"NM_001281736>ENOX2","ENOX2"
"NM_001281737>ETFDH","ETFDH"
"NM_001281738>ETFDH","ETFDH"
"NM_001281748>SIK3","SIK3"
"NM_001281749>SIK3","SIK3"
"NM_001281771>ZMYND8","ZMYND8"
"NM_001281774>ZMYND8","ZMYND8"
"NM_001281775>ZMYND8","ZMYND8"
"NM_001281776>ZMYND8","ZMYND8"
"NM_001281777>ZMYND8","ZMYND8"
"NM_001281778>ZMYND8","ZMYND8"
"NM_001281781>ZMYND8","ZMYND8"
"NM_001281782>ZMYND8","ZMYND8"
"NM_001281783>ZMYND8","ZMYND8"
"NM_001281786>SHMT1","SHMT1"
"NM_001281789>CNEP1R1","CNEP1R1"
"NM_001281932>NCAPG2","NCAPG2"
"NM_001281971>KIR2DS4","KIR2DS4"
"NM_001281988>SPOCD1","SPOCD1"
"NM_001281>TBCB","TBCB"
"NM_001282011>TMEM150B","TMEM150B"
"NM_001282112>TOP3B","TOP3B"
"NM_001282116>RFX3","RFX3"
"NM_001282129>SSH2","SSH2"
"NM_001282131>SSH2","SSH2"
"NM_001282142>TFE3","TFE3"
"NM_001282143>NLRX1","NLRX1"
"NM_001282144>NLRX1","NLRX1"
"NM_001282149>ABR","ABR"
"NM_001282150>VPS29","VPS29"
"NM_001282157>FTSJ1","FTSJ1"
"NM_001282161>UBE2A","UBE2A"
"NM_001282162>CAPZB","CAPZB"
"NM_001282163>CLCN5","CLCN5"
"NM_001282167>PORCN","PORCN"
"NM_001282168>VPS36","VPS36"
"NM_001282169>VPS36","VPS36"
"NM_001282171>KIR3DS1","KIR3DS1"
"NM_001282174>MSL3","MSL3"
"NM_001282175>CLPTM1","CLPTM1"
"NM_001282176>CLPTM1","CLPTM1"
"NM_001282179>PPP2R5E","PPP2R5E"
"NM_001282180>PPP2R5E","PPP2R5E"
"NM_001282181>PPP2R5E","PPP2R5E"
"NM_001282182>PPP2R5E","PPP2R5E"
"NM_001282185>ETF1","ETF1"
"NM_001282186>CYSLTR1","CYSLTR1"
"NM_001282190>ZC3HC1","ZC3HC1"
"NM_001282191>ZC3HC1","ZC3HC1"
"NM_001282192>RNASE4","RNASE4"
"NM_001282198>SLC25A14","SLC25A14"
"NM_001282201>ZNF630","ZNF630"
"NM_001282205>SIGMAR1","SIGMAR1"
"NM_001282206>SIGMAR1","SIGMAR1"
"NM_001282207>SIGMAR1","SIGMAR1"
"NM_001282208>SIGMAR1","SIGMAR1"
"NM_001282209>SIGMAR1","SIGMAR1"
"NM_001282211>NDRG2","NDRG2"
"NM_001282224>ATP7A","ATP7A"
"NM_001282225>ADA2","ADA2"
"NM_001282226>ADA2","ADA2"
"NM_001282227>ADA2","ADA2"
"NM_001282228>ADA2","ADA2"
"NM_001282229>ADA2","ADA2"
"NM_001282231>ARMCX2","ARMCX2"
"NM_001282234>PSMA6","PSMA6"
"NM_001282236>CDKL1","CDKL1"
"NM_001282237>BCL11B","BCL11B"
"NM_001282238>BCL11B","BCL11B"
"NM_001282272>ASH2L","ASH2L"
"NM_001282278>MATR3","MATR3"
"NM_001282282>JAKMIP2","JAKMIP2"
"NM_001282283>GAB3","GAB3"
"NM_001282285>DYRK4","DYRK4"
"NM_001282286>DYRK4","DYRK4"
"NM_001282290>ARHGAP27","ARHGAP27"
"NM_001282291>ABCB8","ABCB8"
"NM_001282292>ABCB8","ABCB8"
"NM_001282293>ABCB8","ABCB8"
"NM_001282302>TMEM185A","TMEM185A"
"NM_001282305>STK25","STK25"
"NM_001282306>STK25","STK25"
"NM_001282307>STK25","STK25"
"NM_001282309>CATSPER2","CATSPER2"
"NM_001282311>FAM3A","FAM3A"
"NM_001282312>FAM3A","FAM3A"
"NM_001282313>EXOC7","EXOC7"
"NM_001282332>TSEN34","TSEN34"
"NM_001282334>ARHGAP45","ARHGAP45"
"NM_001282335>ARHGAP45","ARHGAP45"
"NM_001282342>ARMC8","ARMC8"
"NM_001282349>OSCAR","OSCAR"
"NM_001282350>OSCAR","OSCAR"
"NM_001282351>FBXL19","FBXL19"
"NM_001282352>ADAMTS10","ADAMTS10"
"NM_001282358>NLRX1","NLRX1"
"NM_001282359>ZNF107","ZNF107"
"NM_001282360>ZNF107","ZNF107"
"NM_001282378>TRIM46","TRIM46"
"NM_001282380>ARPIN","ARPIN"
"NM_001282386>IDH1","IDH1"
"NM_001282391>EPC1","EPC1"
"NM_001282396>HPCAL4","HPCAL4"
"NM_001282397>HPCAL4","HPCAL4"
"NM_001282399>IL18R1","IL18R1"
"NM_001282400>ZMAT1","ZMAT1"
"NM_001282401>ZMAT1","ZMAT1"
"NM_001282404>MDH2","MDH2"
"NM_001282405>NRBF2","NRBF2"
"NM_001282408>IL1RL1","IL1RL1"
"NM_001282411>PPP1R7","PPP1R7"
"NM_001282412>PPP1R7","PPP1R7"
"NM_001282413>PPP1R7","PPP1R7"
"NM_001282414>PPP1R7","PPP1R7"
"NM_001282418>STAG2","STAG2"
"NM_001282425>GNA13","GNA13"
"NM_001282426>PIK3CG","PIK3CG"
"NM_001282427>PIK3CG","PIK3CG"
"NM_001282429>SLC38A9","SLC38A9"
"NM_001282431>ARL4C","ARL4C"
"NM_001282433>KRT23","KRT23"
"NM_001282437>BLOC1S2","BLOC1S2"
"NM_001282438>BLOC1S2","BLOC1S2"
"NM_001282439>BLOC1S2","BLOC1S2"
"NM_001282440>GNA12","GNA12"
"NM_001282441>GNA12","GNA12"
"NM_001282445>EHD1","EHD1"
"NM_001282450>ESRRA","ESRRA"
"NM_001282451>ESRRA","ESRRA"
"NM_001282454>SNX5","SNX5"
"NM_001282463>C14orf132","C14orf132"
"NM_001282472.1>GOLGA8J","GOLGA8J"
"NM_001282474>AP1G2","AP1G2"
"NM_001282476>APPBP2","APPBP2"
"NM_001282484>GOLGA8R","GOLGA8R"
"NM_001282490.1>GOLGA8H","GOLGA8H"
"NM_001282490>GOLGA8H","GOLGA8H"
"NM_001282492>ARMH2","ARMH2"
"NM_001282493>GOLGA8K","GOLGA8K"
"NM_001282494.1>GOLGA8N","GOLGA8N"
"NM_001282494>GOLGA8N","GOLGA8N"
"NM_001282496>ZNF343","ZNF343"
"NM_001282497>ZNF343","ZNF343"
"NM_001282500>TTC1","TTC1"
"NM_001282506>MUC20","MUC20"
"NM_001282507.1>NPIPA7","NPIPA7"
"NM_001282507>NPIPA7","NPIPA7"
"NM_001282511>NPIPA8","NPIPA8"
"NM_001282512>TXNRD2","TXNRD2"
"NM_001282515>ZFP37","ZFP37"
"NM_001282516>BCL2L12","BCL2L12"
"NM_001282526>POLR3F","POLR3F"
"NM_001282530>UBAP2","UBAP2"
"NM_001282531>ADNP","ADNP"
"NM_001282532>ADNP","ADNP"
"NM_001282533>LZTS3","LZTS3"
"NM_001282538>GNB1","GNB1"
"NM_001282539>GNB1","GNB1"
"NM_001282543>BARD1","BARD1"
"NM_001282546>STK40","STK40"
"NM_001282547>STK40","STK40"
"NM_001282549>BARD1","BARD1"
